id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-8797,petition-sampled,자전거 도로교통법 강화,교통법 강화 부탁드립니다.,1.6,0.0
boostcamp-sts-v1-train-8798,slack-sampled,OKR 관련서적 소개올립니다.,소개글에서 뜨끔했습니다.,0.2,0.0
boostcamp-sts-v1-train-8799,nsmc-sampled,그 부분 빼고 보면 재밌었다,그 당시에는 재밌게 봤음,2.2,0.0
boostcamp-sts-v1-train-8800,nsmc-sampled,"그냥저냥, 나름 현실적인 아더왕",그냥저냥... 엔딩개노답,1.2,0.0
boostcamp-sts-v1-train-8801,slack-sampled,ㅋㅋ이상하네요 사진이 자꾸보니까,사진으로 보니 뻐쩍하니 잎마름이 보이네요 ㅋㅋ,1.4,0.0
boostcamp-sts-v1-train-8802,nsmc-sampled,이영화진ㄴ짜ㄱㅐ같음 와....,참나.... 인간이란...,0.0,0.0
boostcamp-sts-v1-train-8803,petition-sampled,서울 집값 안정 대책,강남 아파트 폭등 대책,1.8,0.0
boostcamp-sts-v1-train-8804,slack-sampled,쪽쪽이는 지금도 씁니당..ㅎㅎㅎ,와 이모지 만들기... 짱입니당!,0.0,0.0
boostcamp-sts-v1-train-8805,slack-sampled,루꼴라는 그 때 그 때 수확을 잘 안해주면 바로 꽃대가 올라버리는 것 같아요 ㅠㅠ,퀵 자체는 오전 중이면 될 것 같아요…,0.0,0.0
boostcamp-sts-v1-train-8806,slack-sampled,지난주에 우리 회사에 합류한 새내기들..,저도 저번주에 합류한 입장에서 우리 회사라이프에 대한 로망을 이것저것 얘기해봤는데요!,1.4,0.0
boostcamp-sts-v1-train-8807,petition-sampled,이해찬대표는 사퇴해라,홍준표 대표 사퇴 X,0.4,0.0
boostcamp-sts-v1-train-8808,slack-sampled,"SW, AI 인더스트리 안에서 여러 주체들과 그 주체들이 만들어나가는 인터렉션이 흥미롭다는 이야기를 나눴습니다.",과학자들의 협업 모습을 보는 것도 흥미롭습니다.,0.8,0.0
boostcamp-sts-v1-train-8809,slack-sampled,무엇이든 작정하면 끝장을 보시는 듯 하던데 ..,그게 사정을 들어보니 그정도는 아니더라고요..,0.0,0.0
boostcamp-sts-v1-train-8810,nsmc-sampled,그닥 추천작은 아님,다큐내에서도 좋은 작품이 아님.,1.0,0.0
boostcamp-sts-v1-train-8811,slack-rtt,다음에도 대화 나눠요!,다음에 얘기하자!,4.0,1.0
boostcamp-sts-v1-train-8812,slack-sampled,또 이야기 나눠요!!ㅎㅎ,곧 또 말씀 나누시지요 ㅎㅎ,4.0,1.0
boostcamp-sts-v1-train-8813,petition-sampled,중증외상센터 지원해주세요,중증외상환자 지원해야합니다,1.8,0.0
boostcamp-sts-v1-train-8814,petition-sampled,BMW 리콜 대상 차량 전부 환불요청~!!,제발 재구속 및 사형 또는 무기징역 처벌!!!,0.0,0.0
boostcamp-sts-v1-train-8815,slack-sampled,저 이미 실험 완료했습니다!,CE팀 초대 완료 했습니다!,0.6,0.0
boostcamp-sts-v1-train-8816,petition-sampled,공매도 폐지해야 합니다,공매도 폐지 청원합니다,3.6,1.0
boostcamp-sts-v1-train-8817,nsmc-sampled,볼만 하고 짱이다...ㅠㅠ,볼만하네요..!!!,3.4,1.0
boostcamp-sts-v1-train-8818,nsmc-sampled,학생들은 조작된 사회만 따라간다.,다양한 입력을 통해 다양한 출력이 나온다.,0.0,0.0
boostcamp-sts-v1-train-8819,petition-rtt,동물법을 강화해주세요,동물학대법을 강화해주세요,3.4,1.0
boostcamp-sts-v1-train-8820,slack-rtt,저도 자전거 많이 타는 입방에서도 애매 하네요.,자전거를 많이 타는 큐빅도 애매합니다.,2.6,1.0
boostcamp-sts-v1-train-8821,petition-sampled,청와대 기자단 해체 건의,청와대기자단 해체 청원합니다,4.0,1.0
boostcamp-sts-v1-train-8822,slack-sampled,한달간 설레고 싶어숴..ㅋㅋ,월욜 갭차이 어쩔.. ㅋㅋㅋ 잃고싶지않다..,0.0,0.0
boostcamp-sts-v1-train-8823,nsmc-sampled,겜블러 영화 좋아 하는데 오랜만에 재미난영화 봤네요,내용도 참신하고 오랫만에 재미잇영화봤네요,2.8,1.0
boostcamp-sts-v1-train-8824,nsmc-sampled,케이트 윈슬렛 몸 잘봤다,박스오피스위 돈 많이 번 작품인만큼 재미고 무섭다,0.0,0.0
boostcamp-sts-v1-train-8825,petition-sampled,어느 기업의 계약직 직원입니다,국가직 운전직도 같은 공무원입니다,0.0,0.0
boostcamp-sts-v1-train-8826,slack-sampled,그걸 앉아서 바라보던 저도.. 같이 핀 셈…인가..,헉 ㅠㅠ 저도 경보문자받고 걱정... 다들 무사하시길 ㅠㅠㅠ....,0.0,0.0
boostcamp-sts-v1-train-8827,nsmc-sampled,주인공 아저씨 팔뚝...뙇....,초대박 드라마...,0.0,0.0
boostcamp-sts-v1-train-8828,petition-rtt,현장중심 능력있는 소방청이 되기 위한 첫걸음 - 외근 현장직 소방공무원 업무 단순화 제안(민원 행정 업무 등 분리해 내근 행정직 전담으로 변경),현장중심의 유능한 소방관이 되기 위한 첫걸음 - 현장소방대원의 현장업무 간소화를 위한 제안,3.0,1.0
boostcamp-sts-v1-train-8829,nsmc-rtt,.. 한껏 약을 빤 영화,.. 마약 영화,1.8,0.0
boostcamp-sts-v1-train-8830,nsmc-sampled,프랑스 혁명군의 이야기도 에포닌의 비참한 사랑이야기도 없는 이 영화는 점도 모자르다.,이 영화를 보고 가본적도 없는 프랑스를 사랑하게 되었다.,0.6,0.0
boostcamp-sts-v1-train-8831,petition-sampled,독립유공자 손자녀지원책의 전면재수정 확대를 요청합니다.,국회의원및 지방자치단체장의 도덕성 검증 도입을 요청합니다.,0.0,0.0
boostcamp-sts-v1-train-8832,nsmc-rtt,처음부터 끝까지 도망치면서 싸우고 계속 그것만 반복됩니다.,처음부터 끝까지 도망치고 싸우고 계속 반복됩니다.,4.2,1.0
boostcamp-sts-v1-train-8833,petition-sampled,대기업은 갈수록 거만합니다.,늘어나는 이자에 파산합니다...,0.0,0.0
boostcamp-sts-v1-train-8834,petition-sampled,중세게임 갤러리 폐지를 청원합니다,김유식 구속 및 국내야구갤러리 폐쇄를 청원합니다,0.6,0.0
boostcamp-sts-v1-train-8835,slack-sampled,화면발 너무 잘 받네요 ㅎㅎ,강아지 너무 귀엽네요 ㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-8836,petition-sampled,의료원 전면플라자 갑질을 고발합니다,서울 아산병원 의료사고를 고발합니다.,0.0,0.0
boostcamp-sts-v1-train-8837,slack-sampled,헐 엄청 잘 가르치는 것일까요..,엄청나게 큰 과일이군요..,0.0,0.0
boostcamp-sts-v1-train-8838,nsmc-sampled,아 이딴걸 영화라고-_-;,이게 영화야? - -;,3.6,1.0
boostcamp-sts-v1-train-8839,nsmc-sampled,아니면방종하고 정말...진심으로,보고배울게 정말없어요 ...,0.0,0.0
boostcamp-sts-v1-train-8840,petition-sampled,난민 불법체류자 다보내라,"난민,불법체류자 추방해 주세요",4.0,1.0
boostcamp-sts-v1-train-8841,nsmc-sampled,한 회 한 회 넘 재밌게 보고 있어요.,드라마틱한면이 강조된  너무 재밌게봤습니다~,2.2,0.0
boostcamp-sts-v1-train-8842,slack-sampled,분들 고생이 많으세요,넘 고생하셨습니다! ㅎㅎ,2.8,1.0
boostcamp-sts-v1-train-8843,nsmc-sampled,부디 초심 잃지 말고 재밌는 드라마 부탁드립니다.,영화 내용의 시작과 끝처럼 초심 잃지 말고 열심히 하시는 이 준씨가 되셨으면 합니다.,1.4,0.0
boostcamp-sts-v1-train-8844,slack-rtt,오 인덱스 시작하시는군요.,"오, 당신은 색인을 시작하고 있습니다.",2.2,0.0
boostcamp-sts-v1-train-8845,nsmc-sampled,아주 만족스러웠습니다.,만족스러운 안녕이다..,2.6,1.0
boostcamp-sts-v1-train-8846,slack-sampled,그런데 제가 사는 동네 근처에서는 찾기가 쉽지 않네요.,저도 이건 먹기가 쉽지 않네요. ㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-8847,petition-sampled,계속되는 노무현 대통령에 대한 능욕을 봐야합니까,교육정책에 대한 공론화 결과를 그대로 받아들여 주십시오,0.0,0.0
boostcamp-sts-v1-train-8848,nsmc-sampled,애초에 상대가 안됨,감정이입 절대안됨.,0.0,0.0
boostcamp-sts-v1-train-8849,nsmc-sampled,두근두근 내 세금 돌리도^^,내사랑 남나비 돌리도?@^^@,0.4,0.0
boostcamp-sts-v1-train-8850,slack-rtt,죄송…?이라뇨…?ㅋㅋ,죄송합니다... 아니... ?하하,1.2,0.0
boostcamp-sts-v1-train-8851,slack-rtt,네네 제가 캘린더 다시 발송하겠습니다~!,"네, 달력 다시 보내드릴게요~!",4.2,1.0
boostcamp-sts-v1-train-8852,nsmc-sampled,내 인생을 돌아보는 기회가 되었다,이주 노동자의 삶과 꿈..내 자신을 돌아 볼것이다..,2.6,1.0
boostcamp-sts-v1-train-8853,slack-sampled,언제나 우리 회사에 건강한 의견과 명철한 관점을 주시는 <PERSON>! 반가웠습니다~,진짜 실력자라고 익히 소문으로만 듣던 <PERSON> 님을 만나 저도 너무 반가웠습니다!,2.0,0.0
boostcamp-sts-v1-train-8854,petition-sampled,백만호 공공임대주택 자원 마련방안,10년 공공임대 분양 전환가격 산정개선,0.6,0.0
boostcamp-sts-v1-train-8855,slack-rtt,(기념으로 그때 찍은 사진을 함께 올립니다.),(기념 사진으로 그때 찍은 사진을 올려봅니다.),4.0,1.0
boostcamp-sts-v1-train-8856,slack-sampled,적절하게 알고리즘을 활용하면서 저도 꼭 필요한 서비스인데.. ㅎ,그래도 모니터를 여러 대 사용하니까 좋네요...,0.0,0.0
boostcamp-sts-v1-train-8857,nsmc-rtt,어릴 때 봐서 엄청 무서웠다,어렸을때 많이 무서웠어요,3.2,1.0
boostcamp-sts-v1-train-8858,slack-rtt,개발팀 화이팅입니다!,개발팀 화이팅!,3.8,1.0
boostcamp-sts-v1-train-8859,slack-sampled,오오 대단하십니다!,오오 축하드립니다!,0.6,0.0
boostcamp-sts-v1-train-8860,nsmc-sampled,왜 이렇게 지루하냐....,왜 재미없다구하지....,0.6,0.0
boostcamp-sts-v1-train-8861,nsmc-sampled,발연기 발각본 발연출의 교과서,발연기 발연출 발 스토리 한마디로 총제적난국,2.8,1.0
boostcamp-sts-v1-train-8862,nsmc-rtt,시내까지 먼 길 나가서 dvd 빌려오신 간부님께 죄송하지만 진짜 이렇게 OO같고 OO은 영화는 난생 처음이었음.,시내까지 가다가 dvd를 빌려준 간부에게 미안하지만 정말 이런 OO이고 OO 영화는 처음 봤다.,4.2,1.0
boostcamp-sts-v1-train-8863,petition-sampled,오토바이 번호판 앞에 달기,오토바이 번호판 앞뒤에 부착해주세요,2.8,1.0
boostcamp-sts-v1-train-8864,petition-rtt,이니굿즈 많이만들어주세요,이니굿즈 많이 만들어주세요,5.0,1.0
boostcamp-sts-v1-train-8865,slack-sampled,"저의 최근 고민, 퇴근 후 어떤 것을 계획하고 있는지 등등 여과없이 털어놔버렸네요",제 엄지는 저에게 어색하였는지 필터링시켜버렸네요..ㅋㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-8866,petition-sampled,이명박 출국 금지 청원합니다,이명박 출국금지 간절히 청원합니다,4.0,1.0
boostcamp-sts-v1-train-8867,slack-sampled,멋진 분들한테서 에너지 얻어 갑니다 ㅎㅎ,멋진 곳에서 다양한 메뉴를 먹고싶다,0.0,0.0
boostcamp-sts-v1-train-8868,petition-sampled,쌀값 폭등 원인 해명 해주세요?,천안함의 사고 원인을 확정해주세요,0.0,0.0
boostcamp-sts-v1-train-8869,slack-rtt,"뻔하고 가벼운 수준의 이야기이지만 스타트업의 일관적인 방향성, 경영마인드 등이 쉽게 잘 들어있는 것 같아서 운전하실 때 라디오로 들으면 좋은 것 같아요 ㅎㅎ",뻔하고 가벼운 이야기지만 스타트업의 일관된 방향성과 경영 마인드를 쉽게 담을 수 있을 것 같아서 운전하면서 라디오를 들으면 좋을 것 같아요.,4.2,1.0
boostcamp-sts-v1-train-8870,slack-sampled,사용해보시고 버그리포트 부탁드립니다!,다시한번신청해보시고알려주세요.,0.0,0.0
boostcamp-sts-v1-train-8871,nsmc-rtt,"개개인의 심사야 할말이 있지만, 프로 자체는 훌륭하지 타오디션 프로와 비교도 안되는 퀄리티가 있는데 이건 인정해야지,,","개인마다 판단해야 할 부분이 있겠지만, 프로 자체가 뛰어나고 다른 오디션 프로들과 비교할 수 없는 퀄리티가 있는데 이건 인정해야겠네요.",4.0,1.0
boostcamp-sts-v1-train-8872,nsmc-sampled,큰기대 없이 보시길..,초한지 서적 보시길 ...,0.4,0.0
boostcamp-sts-v1-train-8873,petition-sampled,모든백신의 개인선택권을 존중해주십시오,원래의 계획대로 인상해주십시오!,0.0,0.0
boostcamp-sts-v1-train-8874,slack-sampled,건강 관리 잘 하셔서 롱런하셨으면 좋겠습니다.,합류하시고나서 너무나도 바쁘게 업무 보고 계실것 같은데 건강도 잘 챙기면서 업무 보셨으면 좋겠습니다.,2.0,0.0
boostcamp-sts-v1-train-8875,petition-rtt,손흥민 군면제 청원합니다..,손흥민이 병역 면제를 청원하고 있다.,3.6,1.0
boostcamp-sts-v1-train-8876,nsmc-sampled,지금까지 본 호러영화중 제일 무서웠던반전영화,지금까지 본영화중에서 제일 쓰레기 같음,1.0,0.0
boostcamp-sts-v1-train-8877,petition-rtt,"문재인 대통령님 세계적으로도 유래를 찾아보기 힘든 대형 경제범죄인 불법적인 회계 조작, 삼성물산과 제일모직의 합병에 국민연금을 이용한 이재용이를 일벌백계 처벌 바랍니다.","문재인 대통령님, 삼성물산과 제일모직의 합병에 국민연금을 사용한 이재용씨가 백오십일의 처벌을 받길 바랍니다.",3.2,1.0
boostcamp-sts-v1-train-8878,nsmc-sampled,그리고 캠ㅋㅋ 아 오랜만에 웃었넼ㅋ,ㅋㅋ마지막에서 뿜엇닼ㅋ,2.8,1.0
boostcamp-sts-v1-train-8879,slack-sampled,항상 웨이팅 압박이 있어 못오다가 이번에 2시간 웨이팅 뚫고 왔는데 완전 추천드려요,1시간 동안 이야기 나누다 미팅이 있어 마무리 지었는데 너무 즐거웠습니다.,0.0,0.0
boostcamp-sts-v1-train-8880,nsmc-sampled,용기있는 자의 겁없는 외침.,터무니 없는 영화 .,0.0,0.0
boostcamp-sts-v1-train-8881,nsmc-sampled,재밌게 본 영화입니다 ^^,재미있게 봤던 영화~ ^^,4.4,1.0
boostcamp-sts-v1-train-8882,nsmc-rtt,줄거리 는 남부러울것 없이 커온 오로라가 까칠한 황마마 작가를 만나면서 벌어지는 당돌하고도 순수한 사랑 이라하는데 남주인공 교체 된거임?,줄거리는 후회 없이 자란 오로라가 가혹한 작가 주트를 만나면서 벌어지는 과감하고 순수한 러브스토리라고 한다. 남자주인공이 교체되나요?,3.4,1.0
boostcamp-sts-v1-train-8883,petition-rtt,시대가 열리게 해주세요,시간을 열어주세요,0.8,0.0
boostcamp-sts-v1-train-8884,nsmc-sampled,재밌다고 하는 사람들..보지 못한 사람들 골탕 먹이지 맙시다.,이거 재밌다고 하는 님들아... 이딴 허접한 드라마 보지마시고 더 지니어스라는 프로그램 시즌부터 정주행하세요.,2.0,0.0
boostcamp-sts-v1-train-8885,petition-sampled,판결 배심원제로 전환해야,사법부 배심원결정으로 판결하도록 개헌해주세요,1.8,0.0
boostcamp-sts-v1-train-8886,slack-sampled,"제가 드라마를 많이 보지는 않는 편인데, 이 드라마는 진짜 대박이네요.",제가 운동할때 듣는 음악들인데 (내용에 F가 좀 뜨긴 하지만) 제목은 상당히 멋집니다.,0.0,0.0
boostcamp-sts-v1-train-8887,nsmc-sampled,시청자가 바본줄아나,엠넷은 시청자와 출연자 모두를 간보는 경향이 있다,1.4,0.0
boostcamp-sts-v1-train-8888,nsmc-sampled,많이 보고 싶을 것입니다.,또 보고 싶을 정도로...,2.4,0.0
boostcamp-sts-v1-train-8889,petition-rtt,서울시조례 폐지요청,서울시 조례 폐지 요구,4.4,1.0
boostcamp-sts-v1-train-8890,slack-sampled,ㅋㅋ다들 좋아해주시니 뿌듯하네용,싹싹 긁어 드신 것 보니까 뿌듯하네요ㅋㅋ,1.8,0.0
boostcamp-sts-v1-train-8891,slack-rtt,오옷.. 부러 가시는건 아니길 바라며…,"오, 깨지지 않길 바라며...",0.0,0.0
boostcamp-sts-v1-train-8892,nsmc-sampled,영화내용도 쥐쥐고 이걸ㅋ개봉했다는거자체가 신기하다,이런 작품이 국내 개봉했다는 것 자체가 더 미스터리하다,2.0,0.0
boostcamp-sts-v1-train-8893,slack-sampled,크헉..ㅋㅋ 마스크로 얼굴을 가려서 다행입니다..ㅋㅋㅋ,헛… 영광이네요. 마스크를 써서 알아볼 사람은 없겠지만. ㅋㅋㅋ,1.4,0.0
boostcamp-sts-v1-train-8894,nsmc-sampled,영화는 안 봤지만 평점을 낮추고 싶어서.,영화는 영화로 평점을 등록하려 합니다.,1.0,0.0
boostcamp-sts-v1-train-8895,nsmc-sampled,앤 볼린을 이렇게 소화할수 있는 배우가 얼마나 될까..,브레이브하트가 될수 있는 기회가 있었는데... 배우가 아깝다,0.6,0.0
boostcamp-sts-v1-train-8896,petition-sampled,발코니확장비 징수는 부당합니다.,대출 중도상환수수료 부당합니다.,0.6,0.0
boostcamp-sts-v1-train-8897,petition-sampled,국민연금 돌려주세요,국민연금 돌려주세요 !!!,4.4,1.0
boostcamp-sts-v1-train-8898,slack-sampled,우리 회사에 어서오세요,어서 어서 오세요~,3.0,1.0
boostcamp-sts-v1-train-8899,nsmc-sampled,러닝 타임 진짜쩌네요 ㅋ,정말 쩌네 아주 쩔어..;;,2.2,0.0
boostcamp-sts-v1-train-8900,slack-sampled,ㅋㅋ ㄹㅇ의 순간 인것 같아요 ㅋㅋ,ㄹㅇ 의 순간인가요?,3.2,1.0
boostcamp-sts-v1-train-8901,petition-sampled,음악만을 위한 공연장을 만들어주세요,니트족들을 위한 일자리들을 만들어주세요,0.0,0.0
boostcamp-sts-v1-train-8902,slack-sampled,ㅋㅋ헛 대박이다.. 정말 잘 사용하시네요..,고양이님 아주 늠름하십니다..,0.0,0.0
boostcamp-sts-v1-train-8903,slack-sampled,무사히 잘 돌아가셔서 정말 다행이예요.,다행이 이제 다 돌아왔네요.,0.0,0.0
boostcamp-sts-v1-train-8904,slack-sampled,<PERSON> 와 함께 동네 주민 모임을 가졌습니다.,오늘 <PERSON> 과 함께 회식 만남을 가졌습니다!,2.2,0.0
boostcamp-sts-v1-train-8905,petition-sampled,박능후 장관님 보십시오,유은혜 교육부총리 보시오.,0.2,0.0
boostcamp-sts-v1-train-8906,petition-rtt,"거제도 폭행 사건, 다시는 이런 일이 되풀이되지 않도록 가해자를 위한 법이 아닌 약자를 위한 법을 만들어주세요",다시는 거제 폭행 사건이 일어나지 않도록 가해자가 아닌 약자를 위한 법을 만들어주세요.,4.6,1.0
boostcamp-sts-v1-train-8907,petition-sampled,김보름 국가대표 자격 박탈 요청,"김보름, 장수지, 박지우 국가대표 박탈시켜주세요.",2.8,1.0
boostcamp-sts-v1-train-8908,petition-sampled,민족과 통일을 생각한다,국민들은 평화와 평안을 원한다,0.0,0.0
boostcamp-sts-v1-train-8909,petition-rtt,"온라인 명예훼손, 위안부 피해자 할머님들 조롱에 대한 처벌을 강화해주세요",위안부 피해자 온라인 명예훼손·조롱 처벌 강화,4.2,1.0
boostcamp-sts-v1-train-8910,nsmc-sampled,감동도 있고 좋아요.,재미도 있고 감동도 있고 좋아요,3.2,1.0
boostcamp-sts-v1-train-8911,nsmc-sampled,대충해도 월급주는데...,말이 안나오지....,0.0,0.0
boostcamp-sts-v1-train-8912,nsmc-rtt,나름 괜찮게 볼 수 있는 영화,꽤 괜찮게 본 영화-,3.5,1.0
boostcamp-sts-v1-train-8913,nsmc-sampled,이건 영화가 아니라 비쥬얼 노벨일뿐,이건 영화가 아니다.,2.6,1.0
boostcamp-sts-v1-train-8914,petition-sampled,Cj 올리브영 사고 관련 알리고자 합니다.,신한은행 도급회사 신한서브 갑질에 대해 처벌을 요구합니다.,0.0,0.0
boostcamp-sts-v1-train-8915,slack-sampled,"원래 저번주 금요일에 예정이 되어있었으나, 제 인터넷 이슈로 오늘에야 뵙게 되었습니다.",원래 지난주에 했어야했는데 일정 멘붕으로 이번주에야 뵙게 되었네요.. ㅋㅋ,2.6,1.0
boostcamp-sts-v1-train-8916,petition-sampled,대통령님 관심을 기울여주시기 바랍니다.,국민 여러분 관심을 보여주시기 바랍니다.,1.0,0.0
boostcamp-sts-v1-train-8917,petition-sampled,소년법폐지해주세요.,소년법폐지시켜주세요..,4.4,1.0
boostcamp-sts-v1-train-8918,petition-sampled,화재조사에 대한 이의신청,경찰의 과태료 단속에 대한 이의신청이 어렵습니다.,0.2,0.0
boostcamp-sts-v1-train-8919,slack-sampled,연구 경험 이야기 뿐이었는데도 금방 시간이 다 가버렸네요ㅋㅋ,결국 업무 얘기 한참하다가 비행기 시간 다되어서 사진도 못찍고 헤어졌네요!!,0.8,0.0
boostcamp-sts-v1-train-8920,slack-sampled,너무 작고 낑낑대는거 같아서 응원하게됨...,개인적으로 확대 필기기능과 체크박스만 추가되면 넘 좋겠....,0.0,0.0
boostcamp-sts-v1-train-8921,petition-rtt,북핵해결 위한 해법은 문재인대통령님과 문재인정부가 트럼프대통령과 트럼프행정부를 2018년까지 호흡을 맞추고 대북유화책으로 완벽하게 취하도록 만드는 것입니다.,"북핵 문제 해결의 해법은 2018년까지 문재인 대통령과 문재인 정부가 트럼프 대통령, 트럼프 행정부와 협력해 대북 화해로 완벽하게 취하는 것이다.",4.0,1.0
boostcamp-sts-v1-train-8922,petition-sampled,한반도기 게양 제안,한반도기 입장 반대합니다,1.0,0.0
boostcamp-sts-v1-train-8923,petition-sampled,부동산 정책에 대하여,비트코인에 정책에 대하여,0.4,0.0
boostcamp-sts-v1-train-8924,nsmc-sampled,극장에서 정말 큰 감동받고 나왔다...,정말 감동이였습니다...,2.6,1.0
boostcamp-sts-v1-train-8925,petition-sampled,JTBC에 대한 감사를 청원합니다.,정형식 판사에 대한 특별 감사를 청원합니다.,0.6,0.0
boostcamp-sts-v1-train-8926,slack-sampled,성북구에서 홍대까지 걸으며 여행하셨다는 말씀을 듣고 깜짝 놀랐는데..,학업과 업무를 병행하고 계시다는 이야기를 듣고 놀랐습니다,1.0,0.0
boostcamp-sts-v1-train-8927,slack-sampled,요즈음 인기 있다는 바라클라바 실 착용샷입니다.,제가 요즈음 재미있게 보는 굿닥터의 물 시리즈 인데요.,0.0,0.0
boostcamp-sts-v1-train-8928,nsmc-sampled,무튼 마지막 봉태규씨가 유치장에서 오열하는장면은 두고두고 마음에새겨지네요 강추!!!^^,진짜재미!!!강추!!안봤으면말을마삼!!!,1.2,0.0
boostcamp-sts-v1-train-8929,slack-rtt,혹시 현대미술에 관심있는 분 계신가요?,현대 미술에 관심이 있는 사람이 있습니까?,4.2,1.0
boostcamp-sts-v1-train-8930,petition-sampled,남들 쉬는 휴일에 일하는 사람들의 권익좀 지켜주세요!,중소 상인들 좀 도와주세요.,0.0,0.0
boostcamp-sts-v1-train-8931,petition-sampled,엄벌히 처벌해 주세요,한게임 제발 처벌해 주세요,1.4,0.0
boostcamp-sts-v1-train-8932,petition-sampled,나경원 올림픽조직위원 파면,나경원 평창올림픽조직위원 파면요구,3.2,1.0
boostcamp-sts-v1-train-8933,slack-sampled,피플팀 어떤 분께 요청드려야할지 몰라서 여기에 남겨요!,이러한 내용은 어디에다가 공유드려야할지 몰라서 여기에다가 공유드려봅니다..,1.4,0.0
boostcamp-sts-v1-train-8934,slack-rtt,우리 회사 계정으로 접속했는데도 문제가 해결되지 않는데 어떻게 하면 좋을까요?,회사 계정으로 로그인했는데 문제가 해결되지 않습니다. 어떻게 해야 하나요?,4.4,1.0
boostcamp-sts-v1-train-8935,petition-sampled,모든 교사는 임용고시로 채용하라,학교폭력 업무를 교사업무에서 제외해주세요,0.2,0.0
boostcamp-sts-v1-train-8936,petition-sampled,"정부는 모든 피해자들에게 정신적, 물질적, 사회적 보상을 하루속히 시행하라 ~",보건 복지부는 태움방지법 및 간호사 1명당 적정 환자수 적용 의무화를 조속히 마련 실시하라,0.4,0.0
boostcamp-sts-v1-train-8937,petition-sampled,정부의 열렬한 지지자이지만 김영철 방한을 절대적으로 반대합니다,국제사회와 일부단체의 눈치보지마십시오,0.0,0.0
boostcamp-sts-v1-train-8938,petition-sampled,조두순이 그날 나영이에게 !!1,허경영을 다음대통령으로!!!!!!!!!!!!!!!!!!!!,0.0,0.0
boostcamp-sts-v1-train-8939,nsmc-rtt,객관적으로 전쟁이라는 것을 느끼게 해준 다큐.,객관적으로 전쟁을 느끼게 만든 다큐멘터리.,4.4,1.0
boostcamp-sts-v1-train-8940,nsmc-rtt,뒤로갈수록 흐지부지 그렇다고 앞에는 재밌나!,뒤로갈수록 흐려지지만 앞은 재밌어요!,2.8,1.0
boostcamp-sts-v1-train-8941,nsmc-rtt,요즘 대 초중반은 이 드라마 잘 모를듯... 당시에 어머니가 비디오 녹화해서 재방송 볼 정도로 대단한 인기몰이를 했던...,요즘 10대들은 이 드라마에 대해 잘 모르는 것 같던데.. 그때 어머니가 영상을 찍어서 재방송 해서 인기가 많았는데...,3.4,1.0
boostcamp-sts-v1-train-8942,nsmc-sampled,재밌습니다하하핳히힣,아하하하핳핳하하핳핳핳,1.8,0.0
boostcamp-sts-v1-train-8943,petition-rtt,대체공휴일 법정공휴일로 지정해주세요.,법정공휴일로 대체공휴일을 지정해 주십시오.,4.4,1.0
boostcamp-sts-v1-train-8944,petition-sampled,오늘 아침에 태어난,오늘 노벨상 받으면....,0.0,0.0
boostcamp-sts-v1-train-8945,petition-sampled,월급제도에서 주급제도 검토해주시기바랍니다.,국민연금 추납제도 당장 중단시켜 주십시오...,0.0,0.0
boostcamp-sts-v1-train-8946,slack-sampled,논문을 아카이브에서 download해서 관리하시는 분들은 아래 tool이 유용하겠네요.,팀 내에 아카이브하시는 곳이 있다면 그곳도 좋구요!,1.4,0.0
boostcamp-sts-v1-train-8947,petition-sampled,한반도기에 대마도를 포함시킵시다!,북간도를 포함시킵시다!,0.4,0.0
boostcamp-sts-v1-train-8948,nsmc-sampled,간지가 깝이시네 ㅋ,저격이 재미잇죵 ㅋㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-8949,slack-rtt,근데 비건음식도 관심 많긴 합니다 (안타깝게도 고기를 포기 못할 뿐 ㅜㅜ ) ㅎㅎㅎ,하지만 비건 음식에도 관심이 많아요 (안타깝게도 고기는 포기 못해요 ㅜㅜ) 헤헤,4.2,1.0
boostcamp-sts-v1-train-8950,slack-sampled,또 라는게 혹시 <PERSON> 의 버그인가요?,<PERSON> 님 여기서 뵙게 될 줄이야?ㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-8951,nsmc-sampled,좀 더 진하게 우려낸 기쿠지로의 여름,타티의 시선으로 풀어낸 회색도시의 기이한 춤사위,0.0,0.0
boostcamp-sts-v1-train-8952,slack-rtt,"Annotation Tool 관련 이야기로 시작해서 각각 워크숍 이야기, 워크숍에 들었던 <PERSON> 님 발표 이야기하면서 즐거운 시간 가졌습니다!","Annotation Tool 관련 이야기를 시작으로 각 워크숍에 대한 이야기를 나누었고, 워크숍에서 들은 <PERSON>의 발표에 대해 이야기하는 즐거운 시간을 가졌습니다!",4.2,1.0
boostcamp-sts-v1-train-8953,petition-sampled,임신해도 퇴사당하지 않는 고용시장이 저출산 대책입니다,저출산 대책 페러다임 바꾸지 않으면 절대 해결 안됩니다.,1.6,0.0
boostcamp-sts-v1-train-8954,nsmc-rtt,그 체로키 여자 주인공 정말 귀엽다,저 체로키 히로인 너무 귀엽다,4.2,1.0
